ID,DOI,Title,Lead_author,Institution,Journal,Published,Motivation,Area,Site,Size,Years_total,Dates,Run_mode,Release_period,Yearly_trends_compared,Release_sites_total,Settlement_sites_total,Release_interval,Generic_species,Multiple_species,Species_scientific_name,Species_common_name,Species_type,Geographical_zone,Model_reuse,Model_name,Model_type,Model_movement,Physical_model,Nested_submodels,Model_resolution_min,Model_spatial_shape,Model_depth,Tidal_model_used,Bathymetry_model_used,Model_integration,Model_time_step,Model_time_step_type,Model_diffusion_scheme,Model_diffusion_direction,Model_diffusion_value,PLD_type,PLD_fixed,PLD_variable,PLD_stdev,Spawning_depth_type,Spawning_depth_value,Spawning_depth_min,Spawning_depth_max,Spawning_initiation,Passive_movement,Diel_vertical_migration,Circatidal_migration,Pynocline_migration,Halocline_migration,Ontogentic_vertical_migration,Vertical_swimming_ability,Horizontal_swimming_ability,Sinking_velocity,Egg_buoyancy,Mortality,Mortality_rate,Mortality_function,Orientation,Orientation_value,Growth,Growth_func,Sensory_ability,Sensory_impl,Sensory_extent,Settlement_competency_window,Settlement_competency_type,Settlement_competency_factor,Settlement_competency_type_start,Settlement_site_type,Settlement_site_size,Particles_spawned_at_individual_type,Particles_spawned_at_individual_site,Particles_spawned_range_min,Particles_spawned_range_max,Particles_spawned_super_individual,Particles_spawned_period,Particles_spawned_total,Replicated_run,Sensitivity_analysis,Statistical_methods_used,Empirically_validated,Dispersal_kernel,Temporal_kernel,Accumulation_kernel,Partial_summation,Minimum_arrival_time,Mean_distance,Median_distance,Distance_travelled_mean,Trajectory_travelled_mean,Distance_travelled_stdev,Distance_travelled_median,Direction_mean,Depth_mean,Distance_travelled_upper_quantile,Distance_travelled_max,Distance_travelled_min,Biophysical_matrix,Travel_time_mean,Isotropy,Positive_area,Seeded_area,Centre_of_mass,Aggregation_index,Mean_length,Connectance,Proportion_sites_settled,Connections_total,Connected_clusters_total,Connected_clusters_largest_size,Cross_shore_connectivity,Dispersion_index,Connectivity_matrix_potential,Connectivity_matrix_realised,Local_retention,Local_retention_mean,Local_retention_max,Self_recruitment,Self_recruitment_mean,Self_recruitment_max,Self_recruitment_values,Settlement_success,Settlement_success_mean,Settlement_success_min,Directional_exchange_rate,Export_probability,Source_sink_indicies,Graph_theory,Survived_%,Comments,,,,
15,10.1111/mec.13005 ,Exploring the role of Micronesian islands in the maintenance of coral genetic diversity in the Pacific Ocean,Davies S,University of Texas,Molecular Ecology,2014,DS,Pacific Ocean,Micronesia,Medium,8,2004-2012,Forecast,Lunar ,Between,8,8,Lunar ,FALSE,FALSE,Acropora,Digitate corals,Coral,Tropical,FALSE,MGET 0.8,IBM,E,HYCOM + NCODA,FALSE,10,Grid,NA,FALSE,FALSE,NA,1800,Fixed,Random walk,NA,100,Fixed,65,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,"_ = 0.043, k = 0.57",Weibull,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Variable,Gamma CDF,NA,Reef,NA,NA,NA,NA,NA,FALSE,Annual,NA,FALSE,Cited Previous,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.69,NA,"45(0.98,0.66,0.53,0.62,0.91,0.97,0.48,0.82), 65(0.97,0.58,0.46,0.46,0.9,0.96,0.36,0.81), 90(0.95,0.50,0.39,0.41,0.89,0.94,0.29,0.80)",FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,Calculated from Table S5,,,,
15,10.1111/mec.13005 ,Exploring the role of Micronesian islands in the maintenance of coral genetic diversity in the Pacific Ocean,Davies S,University of Texas,Molecular Ecology,2014,DS,Pacific Ocean,Micronesia,Medium,8,2004-2012,Forecast,Lunar ,Between,8,8,Lunar ,FALSE,FALSE,Acropora,Digitate corals,Coral,Tropical,FALSE,MGET 0.8,IBM,E,HYCOM + NCODA,FALSE,10,Grid,NA,FALSE,FALSE,NA,1800,Fixed,Random walk,NA,100,Fixed,90,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,"_ = 0.043, k = 0.57",Weibull,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Variable,Gamma CDF,NA,Reef,NA,NA,NA,NA,NA,FALSE,Annual,NA,FALSE,Cited Previous,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.65,NA,"45(0.98,0.66,0.53,0.62,0.91,0.97,0.48,0.82), 65(0.97,0.58,0.46,0.46,0.9,0.96,0.36,0.81), 90(0.95,0.50,0.39,0.41,0.89,0.94,0.29,0.80)",FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,Calculated from Table S5,,,,
16,10.1111/j.1600-0587.2011.06874.x ,High connectivity among habitats precludes the relationship between dispersal and range size in tropical reef fishes ,Mora C,Dalhousie University,Ecography,2012,DS,Global,World tropical reefs,Large,5,2004-2009,Forecast,Midpoint of each season,NA,NA,NA,Midpoint of each season,FALSE,TRUE,NA,NA,Fish,Tropical,FALSE,MGET 0.8,IBM,E,HYCOM + NCODA,FALSE,25,Grid,100,FALSE,FALSE,NA,86400,Fixed,Random walk,NA,NA,Fixed,100,NA,NA,Variable,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Reef,25,NA,NA,NA,NA,FALSE,Annual,NA,FALSE,TRUE,"T-test, regression",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE (not shown),FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
17,10.1016/j.pocean.2010.09.022,How does the connectivity between populations mediate range limits of marine invertebrates? A case study of larval dispersal between the Bay of Biscay and the English Channel (FALSErth-East Atlantic),Ayata SD,Universite_ Pierre & Marie Curie,Progress In Oceanography,2010,DS,France,Atlantic Coast,Medium,5,2001-2005,Forecast,February-August,Between,16,16,Monthly,TRUE,FALSE,NA,Polychaete,Polychaete,Temperate,TRUE,New,IBM,L,MARS-3D,FALSE,4,Grid,100,TRUE,TRUE,RK4,NA,NA,Random walk,Vertical,NA,Fixed,14,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,17,Fixed,1000,NA,NA,FALSE,Monthly,560000,FALSE,FALSE,"RDA, ANOVA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40,,NA,NA,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,0.38,NA,NA,FALSE,,,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,TRUE,TRUE,,,,,,
17,10.1016/j.pocean.2010.09.022,How does the connectivity between populations mediate range limits of marine invertebrates? A case study of larval dispersal between the Bay of Biscay and the English Channel (FALSErth-East Atlantic),Ayata SD,Universite_ Pierre & Marie Curie,Progress In Oceanography,2010,DS,France,Atlantic Coast,Medium,5,2001-2005,Forecast,February-August,Between,16,16,Monthly,TRUE,FALSE,NA,Polychaete,Polychaete,Temperate,TRUE,New,IBM,L,MARS-3D,FALSE,4,Grid,100,TRUE,TRUE,RK4,NA,NA,Random walk,Vertical,NA,Fixed,28,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,17,Fixed,1000,NA,NA,FALSE,Monthly,560000,FALSE,FALSE,"RDA, ANOVA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,73,,NA,NA,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,0.38,NA,NA,FALSE,,,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE,0.081,NA,NA,TRUE,NA,NA,TRUE,FALSE,TRUE,TRUE,,,,,,
17,10.1016/j.pocean.2010.09.022,How does the connectivity between populations mediate range limits of marine invertebrates? A case study of larval dispersal between the Bay of Biscay and the English Channel (FALSErth-East Atlantic),Ayata SD,Universite_ Pierre & Marie Curie,Progress In Oceanography,2010,DS,France,Atlantic Coast,Medium,1,2003,Forecast,February-August,Between,16,16,Monthly,TRUE,FALSE,NA,Polychaete,Polychaete,Temperate,TRUE,New,IBM,L,MARS-3D,FALSE,4,Grid,100,TRUE,TRUE,RK4,NA,NA,Random walk,Vertical,NA,Fixed,28,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,17,Fixed,1000,NA,NA,FALSE,Monthly,560000,FALSE,FALSE,"RDA, ANOVA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,74,,NA,NA,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE,0.07,NA,NA,TRUE,0.17,NA,TRUE,FALSE,TRUE,TRUE,,,,,,
17,10.1016/j.pocean.2010.09.022,How does the connectivity between populations mediate range limits of marine invertebrates? A case study of larval dispersal between the Bay of Biscay and the English Channel (FALSErth-East Atlantic),Ayata SD,Universite_ Pierre & Marie Curie,Progress In Oceanography,2010,DS,France,Atlantic Coast,Medium,1,2003,Forecast,February-August,Between,16,16,Monthly,FALSE,FALSE,Owenia fusiformis,Polychaete,Polychaete,Temperate,TRUE,New,IBM,L,MARS-3D,FALSE,4,Grid,100,TRUE,TRUE,RK4,NA,NA,Random walk,Vertical,NA,Fixed,28,NA,NA,Fixed,NA,NA,NA,Fixed,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,17,Fixed,1000,NA,NA,FALSE,Monthly,560000,FALSE,FALSE,"RDA, ANOVA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,,NA,NA,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,0.35,NA,NA,FALSE,,,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE,0.1,NA,NA,TRUE,0.21,NA,TRUE,FALSE,TRUE,TRUE,,,,,,
17,10.1016/j.pocean.2010.09.022,How does the connectivity between populations mediate range limits of marine invertebrates? A case study of larval dispersal between the Bay of Biscay and the English Channel (FALSErth-East Atlantic),Ayata SD,Universite_ Pierre & Marie Curie,Progress In Oceanography,2010,DS,France,Atlantic Coast,Medium,1,2003,Forecast,February-August,Between,16,16,Monthly,TRUE,FALSE,NA,Polychaete,Polychaete,Temperate,TRUE,New,IBM,L,MARS-3D,FALSE,4,Grid,100,TRUE,TRUE,RK4,NA,NA,Random walk,Vertical,NA,Fixed,28,NA,NA,Fixed,NA,NA,NA,Fixed,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,17,Fixed,1000,NA,NA,FALSE,Monthly,560000,FALSE,FALSE,"RDA, ANOVA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,,NA,NA,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,0.3,NA,NA,FALSE,,,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE,0.07,NA,NA,TRUE,0.17,NA,TRUE,FALSE,TRUE,TRUE,,,,,,
18,10.1016/j.jmarsys.2011.02.025 ,Ichthyoplankton transport from the African coast to the Canary Islands ,Brochier T,University of Paris 6,Journal of Marine Systems,2011,DI,FALSErth Africa,Canary Islands,Medium,4,NA,Forecast,All year,Both,3,NA,3-daily,TRUE,FALSE,NA,Small pelagic fish,Fish,Temperate,FALSE,Ichthyop 3.0,IBM,L,ROMS,TRUE,5.5,Grid,6400,FALSE,FALSE,RK4,2 hour,Fixed,NA,NA,NA,Fixed,30,NA,NA,Variable,NA,0,50,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Island,NA,Fixed,5000,NA,NA,FALSE,3-Daily,2420000,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,FALSE,0.091,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
19,10.1111/j.1600-0587.2012.07281.x ,Identification of subpopulations from connectivity matrices ,Jacobi MN,Chalmers University of Technology,Ecography,2012,DI,Europe,Baltic Sea,Large,25,1981-2005,Forecast,6 days,Between,5168,5168,6 hourly,FALSE,FALSE,Mytilus edulis,Blue mussel,Bivalvia,Temperate,FALSE,TRACMASS,IBM,L,RCO,FALSE,3.704,Grid,NA,FALSE,FALSE,Custom,3600,Fixed,Random walk,Both,NA,Fixed,21,NA,NA,Variable,NA,0,6,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,Release Sites,3.704,Fixed,140,NA,NA,FALSE,6 hourly,452200000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
20,10.1016/j.pocean.2014.03.011 ,Identifying appropriate spatial scales for marine conservation and management using a larval dispersal model: The case of Concholepas concholepas (loco) in Chile ,Garavelli L,Institut de Recherche pour le De_veloppement,Progress In Oceanography,2014,DS,Chile,Chilean coast,Medium,4,2002-2006,Forecast,Monthly spawning (Jan-Dec),Within,25,25,Monthly spawning (Jan-Dec),FALSE,FALSE,Concholepas concholepas,Loco,Bivalvia,Temperate,FALSE,Ichthyop 3.1 ,IBM,L,ROMS,TRUE,3,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,NA,Fixed,80,NA,NA,Variable,NA,0,20,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,20,Coast,NA,Fixed,100000,NA,NA,FALSE,1 month,4800000,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,164,,133,NA,FALSE,FALSE,FALSE,1074,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
20,10.1016/j.pocean.2014.03.011 ,Identifying appropriate spatial scales for marine conservation and management using a larval dispersal model: The case of Concholepas concholepas (loco) in Chile ,Garavelli L,Institut de Recherche pour le De_veloppement,Progress In Oceanography,2014,DS,Chile,Chilean coast,Medium,4,2002-2006,Forecast,Monthly spawning (Jan-Dec),Within,25,25,Monthly spawning (Jan-Dec),FALSE,FALSE,Concholepas concholepas,Loco,Bivalvia,Temperate,FALSE,Ichthyop 3.1 ,IBM,L,ROMS,TRUE,3,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,NA,Fixed,80,NA,NA,Variable,NA,40,60,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,20,Coast,NA,Fixed,100000,NA,NA,FALSE,1 month,4800000,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
20,10.1016/j.pocean.2014.03.011 ,Identifying appropriate spatial scales for marine conservation and management using a larval dispersal model: The case of Concholepas concholepas (loco) in Chile ,Garavelli L,Institut de Recherche pour le De_veloppement,Progress In Oceanography,2014,DS,Chile,Chilean coast,Medium,4,2002-2006,Forecast,Monthly spawning (Jan-Dec),Within,25,25,Monthly spawning (Jan-Dec),FALSE,FALSE,Concholepas concholepas,Loco,Bivalvia,Temperate,FALSE,Ichthyop 3.1 ,IBM,L,ROMS,TRUE,3,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,NA,Fixed,120,NA,NA,Variable,NA,0,20,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,20,Coast,NA,Fixed,100000,NA,NA,FALSE,1 month,4800000,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,230,,187,NA,FALSE,FALSE,FALSE,1237,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
20,10.1016/j.pocean.2014.03.011 ,Identifying appropriate spatial scales for marine conservation and management using a larval dispersal model: The case of Concholepas concholepas (loco) in Chile ,Garavelli L,Institut de Recherche pour le De_veloppement,Progress In Oceanography,2014,DS,Chile,Chilean coast,Medium,4,2002-2006,Forecast,Monthly spawning (Jan-Dec),Within,25,25,Monthly spawning (Jan-Dec),FALSE,FALSE,Concholepas concholepas,Loco,Bivalvia,Temperate,FALSE,Ichthyop 3.1 ,IBM,L,ROMS,TRUE,3,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,NA,Fixed,120,NA,NA,Variable,NA,40,60,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,20,Coast,NA,Fixed,100000,NA,NA,FALSE,1 month,4800000,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
20,10.1016/j.pocean.2014.03.011 ,Identifying appropriate spatial scales for marine conservation and management using a larval dispersal model: The case of Concholepas concholepas (loco) in Chile ,Garavelli L,Institut de Recherche pour le De_veloppement,Progress In Oceanography,2014,DS,Chile,Chilean coast,Medium,4,2002-2006,Forecast,Monthly spawning (Jan-Dec),Within,25,25,Monthly spawning (Jan-Dec),FALSE,FALSE,Concholepas concholepas,Loco,Bivalvia,Temperate,FALSE,Ichthyop 3.1 ,IBM,L,ROMS,TRUE,7.5,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,NA,Fixed,80,NA,NA,Variable,NA,0,20,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,20,Coast,NA,Fixed,100000,NA,NA,FALSE,1 month,4800000,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,,127,NA,FALSE,FALSE,FALSE,847,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
20,10.1016/j.pocean.2014.03.011 ,Identifying appropriate spatial scales for marine conservation and management using a larval dispersal model: The case of Concholepas concholepas (loco) in Chile ,Garavelli L,Institut de Recherche pour le De_veloppement,Progress In Oceanography,2014,DS,Chile,Chilean coast,Medium,4,2002-2006,Forecast,Monthly spawning (Jan-Dec),Within,25,25,Monthly spawning (Jan-Dec),FALSE,FALSE,Concholepas concholepas,Loco,Bivalvia,Temperate,FALSE,Ichthyop 3.1 ,IBM,L,ROMS,TRUE,7.5,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,NA,Fixed,80,NA,NA,Variable,NA,40,60,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,20,Coast,NA,Fixed,100000,NA,NA,FALSE,1 month,4800000,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
20,10.1016/j.pocean.2014.03.011 ,Identifying appropriate spatial scales for marine conservation and management using a larval dispersal model: The case of Concholepas concholepas (loco) in Chile ,Garavelli L,Institut de Recherche pour le De_veloppement,Progress In Oceanography,2014,DS,Chile,Chilean coast,Medium,4,2002-2006,Forecast,Monthly spawning (Jan-Dec),Within,25,25,Monthly spawning (Jan-Dec),FALSE,FALSE,Concholepas concholepas,Loco,Bivalvia,Temperate,FALSE,Ichthyop 3.1 ,IBM,L,ROMS,TRUE,7.5,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,NA,Fixed,120,NA,NA,Variable,NA,0,20,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,20,Coast,NA,Fixed,100000,NA,NA,FALSE,1 month,4800000,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,218,,161,NA,FALSE,FALSE,FALSE,1341,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
20,10.1016/j.pocean.2014.03.011 ,Identifying appropriate spatial scales for marine conservation and management using a larval dispersal model: The case of Concholepas concholepas (loco) in Chile ,Garavelli L,Institut de Recherche pour le De_veloppement,Progress In Oceanography,2014,DS,Chile,Chilean coast,Medium,4,2002-2006,Forecast,Monthly spawning (Jan-Dec),Within,25,25,Monthly spawning (Jan-Dec),FALSE,FALSE,Concholepas concholepas,Loco,Bivalvia,Temperate,FALSE,Ichthyop 3.1 ,IBM,L,ROMS,TRUE,7.5,Grid,NA,FALSE,FALSE,RK4,3600,Fixed,Random walk,Horizontal,NA,Fixed,120,NA,NA,Variable,NA,40,60,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,20,Coast,NA,Fixed,100000,NA,NA,FALSE,1 month,4800000,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,,,,,,
21,10.1111/j.1365-2699.2011.02626.x ,Invasion in tidal zones on complex coastlines: modelling larvae of the non-native Manila clam Ruditapes philippinarum in the UK ,Herbert RJH,Bournemouth University ,Journal of Biogeography ,2011,DS,United Kingdom,Poole Harbour,Small,2,"2002, 2009",Forecast,NA,NA,5,5,Once,FALSE,FALSE,Ruditapes philippinarum,Manila clam,Bivalvia,Temperate,TRUE,New,IBM,L,TELEMAC-2D,FALSE,0.1,Triangular,NA,TRUE,TRUE,RK4,50,Variable,Random walk,Both,0.01,Fixed,15,NA,NA,Fixed,NA,NA,NA,Fixed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,TRUE,Fixed,NA,12,Release Sites,0.5,Fixed,2500,NA,NA,FALSE,Once,2500,TRUE,TRUE,Correlations,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,TRUE,0.057,0.18,"FALSE swimming (0.018,0.045,0.25,0.02,0.004),17psu(0.026,0.25,0.25,0.012,0.0088),23psu(0.021,0.0064,0.22,0.01,0.0072)",FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,,Calculated from Table 2,,,,
