photo_id,site,depth,net,preservation_method,family,subgroup,standard_length,caudal_fin_length,stage,damaged,not_calibrated
EZ03_4_F_001_MUL,3,50,4,formalin,mullid,A,4.88,0.49,FLE,,
EZ03_4_F_001_MUL,3,50,4,formalin,mullid,A,4.03,0,PRE,,
EZ03_4_F_001_MUL,3,50,4,formalin,mullid,A,3.82,0.19,FLE,,
EZ03_4_F_001_MUL,3,50,4,formalin,mullid,A,4.66,0.49,FLE,,
EZ03_4_F_001_MUL,3,50,4,formalin,mullid,A,4.52,0.44,FLE,,
EZ03_4_F_002_POM,3,50,4,formalin,pomacentrid,A,2.77,0.27,FLE,,
EZ03_4_F_002_POM,3,50,4,formalin,pomacentrid,A,3.07,0,PRE,,
EZ03_4_F_003_SCA,3,50,4,formalin,scarid,A,5.97,1.13,FLE,,
EZ03_4_F_003_SCA,3,50,4,formalin,scarid,A,4.28,0.89,FLE,,
EZ03_4_F_003_SCA,3,50,4,formalin,scarid,A,5.93,1.09,FLE,,
EZ03_4_F_003_SCA,3,50,4,formalin,scarid,A,6.67,1.07,FLE,,
EZ03_4_F_004_SYD,3,50,4,formalin,synodontid,A,15.27,0.65,POS,,
EZ03_4_F_004_SYD,3,50,4,formalin,synodontid,A,15.03,0.87,POS,,
EZ03_4_F_005_SYD,3,50,4,formalin,synodontid,A,4.31,0,PRE,,
EZ03_4_F_005_SYD,3,50,4,formalin,synodontid,A,3.87,0,PRE,,
EZ03_4_F_005_SYD,3,50,4,formalin,synodontid,A,4.4,0,PRE,,
EZ03_4_F_005_SYD,3,50,4,formalin,synodontid,A,6.14,0,PRE,,
EZ03_4_F_005_SYD,3,50,4,formalin,synodontid,A,7.85,0,PRE,,
EZ03_4_F_006_LAB,3,50,4,formalin,labrid,H,3.65,0.61,POS,,
EZ03_4_F_006_LAB,3,50,4,formalin,labrid,B,3.55,0.27,FLE,,
EZ03_4_F_006_LAB,3,50,4,formalin,labrid,H,3.69,0.31,FLE,,
EZ03_4_F_006_LAB,3,50,4,formalin,labrid,I,3.55,0.22,FLE,,
EZ03_4_F_006_LAB,3,50,4,formalin,labrid,I,4.25,0.22,FLE,,
EZ03_4_F_006_LAB,3,50,4,formalin,labrid,A,5.24,0.34,FLE,,
EZ03_4_F_006_LAB,3,50,4,formalin,labrid,I,4.29,0.3,FLE,,
EZ03_4_F_006_LAB,3,50,4,formalin,labrid,D,4.47,0.55,FLE,,
EZ03_4_F_007_LAB,3,50,4,formalin,labrid,I,4.24,0.22,FLE,,
EZ03_4_F_007_LAB,3,50,4,formalin,labrid,H,4.94,1.68,POS,,
EZ03_4_F_007_LAB,3,50,4,formalin,labrid,I,3.96,0.16,FLE,,
EZ03_4_F_007_LAB,3,50,4,formalin,labrid,UNKNOWN,NA,NA,FLE,TRUE,
EZ03_4_F_007_LAB,3,50,4,formalin,labrid,I,4.57,0.29,FLE,,
EZ03_4_F_007_LAB,3,50,4,formalin,labrid,I,4.66,0.21,FLE,,
EZ03_4_F_008_LAB,3,50,4,formalin,labrid,I,3.82,0.32,FLE,,
EZ03_4_F_008_LAB,3,50,4,formalin,labrid,I,3.97,0.33,FLE,,
EZ03_4_F_008_LAB,3,50,4,formalin,labrid,I,3.93,0.26,FLE,,
EZ03_4_F_008_LAB,3,50,4,formalin,labrid,I,2.77,0,PRE,,
EZ03_4_F_008_LAB,3,50,4,formalin,labrid,B,3.37,0.38,FLE,,
EZ03_4_F_008_LAB,3,50,4,formalin,labrid,I,4.96,0.32,FLE,,
EZ03_4_F_008_LAB,3,50,4,formalin,labrid,I,3.12,0,PRE,,
EZ03_4_F_008_LAB,3,50,4,formalin,labrid,I,4.64,0.57,FLE,,
EZ03_4_F_008_LAB,3,50,4,formalin,labrid,I,4.19,0.18,FLE,,
EZ03_4_F_009_LAB,3,50,4,formalin,labrid,I,4.02,0.52,FLE,,
EZ03_4_F_009_LAB,3,50,4,formalin,labrid,I,3.77,0.25,FLE,,
EZ03_4_F_009_LAB,3,50,4,formalin,labrid,I,3.1,0,PRE,,
EZ03_4_F_009_LAB,3,50,4,formalin,labrid,I,3.2,0,PRE,,
EZ03_4_F_009_LAB,3,50,4,formalin,labrid,I,3.5,0,PRE,,
EZ03_4_F_009_LAB,3,50,4,formalin,labrid,I,3.59,0.42,FLE,,
EZ03_4_F_009_LAB,3,50,4,formalin,labrid,I,3.92,0.46,FLE,,
EZ03_4_F_009_LAB,3,50,4,formalin,labrid,I,2.38,0,PRE,,
EZ03_4_F_010_LAB,3,50,4,formalin,labrid,B,3.03,0,PRE,,
EZ03_4_F_010_LAB,3,50,4,formalin,labrid,I,3.39,0,PRE,,
EZ03_4_F_010_LAB,3,50,4,formalin,labrid,I,4.2,0.32,FLE,,
EZ03_4_F_010_LAB,3,50,4,formalin,labrid,B,2.4,0,PRE,,
EZ03_4_F_011_LAB,3,50,4,formalin,labrid,B,2.89,0.09,FLE,,
EZ03_4_F_011_LAB,3,50,4,formalin,labrid,B,2.4,0,PRE,,
EZ03_4_F_011_LAB,3,50,4,formalin,labrid,I,2.94,0,PRE,,
EZ03_4_F_011_LAB,3,50,4,formalin,labrid,I,3.82,0.26,FLE,,
EZ03_4_F_012_LAB,3,50,4,formalin,labrid,I,4.2,0.39,FLE,,
EZ03_4_F_012_LAB,3,50,4,formalin,labrid,I,4.05,0.33,FLE,,
EZ03_4_F_012_LAB,3,50,4,formalin,labrid,I,4.01,0.28,FLE,,
EZ03_4_F_012_LAB,3,50,4,formalin,labrid,I,4.4,0.31,FLE,,
EZ03_4_F_013_LAB,3,50,4,formalin,labrid,B,3.08,NA,NA,,
EZ03_4_F_013_LAB,3,50,4,formalin,labrid,I,3.26,0,FLE,,
EZ03_4_F_013_LAB,3,50,4,formalin,labrid,I,4.15,0.15,NA,,
EZ03_4_F_014_LAB,3,50,4,formalin,labrid,TBD,3.81,NA,NA,TRUE,
EZ03_4_F_014_LAB,3,50,4,formalin,labrid,TBD,3.42,0.26,FLE,,
EZ03_4_F_014_LAB,3,50,4,formalin,labrid,TBD,2.12,0,PRE,,
EZ03_4_F_014_LAB,3,50,4,formalin,labrid,TBD,2.49,0,PRE,,
EZ03_4_F_015_LAB,3,50,4,formalin,labrid,TBD,3.87,0.12,FLE,,
EZ03_4_F_015_LAB,3,50,4,formalin,labrid,TBD,3.54,0.18,FLE,,
EZ03_4_F_015_LAB,3,50,4,formalin,labrid,TBD,3.13,0.21,FLE,,
EZ03_4_F_015_LAB,3,50,4,formalin,labrid,TBD,2.85,0,PRE,,
EZ03_4_F_016_LAB,3,50,4,formalin,labrid,TBD,4.45,0,PRE,,
EZ03_4_F_016_LAB,3,50,4,formalin,labrid,TBD,3.52,0,PRE,,
EZ03_4_F_016_LAB,3,50,4,formalin,labrid,TBD,3.53,0,PRE,,
EZ03_4_F_016_LAB,3,50,4,formalin,labrid,TBD,3.05,0,PRE,,
EZ03_4_F_017_LAB,3,50,4,formalin,labrid,TBD,3.63,0,PRE,,
EZ03_4_F_017_LAB,3,50,4,formalin,labrid,TBD,2.37,0,PRE,,
EZ03_4_F_017_LAB,3,50,4,formalin,labrid,TBD,4.28,0.13,FLE,,
EZ03_4_F_017_LAB,3,50,4,formalin,labrid,TBD,4.33,0.23,FLE,,
EZ03_4_F_017_LAB,3,50,4,formalin,labrid,TBD,3.15,0.03,FLE,,
EZ03_4_F_017_LAB,3,50,4,formalin,labrid,TBD,4.59,0.15,FLE,,
EZ03_4_F_018_LAB,3,50,4,formalin,labrid,TBD,3.03,0,PRE,,
EZ03_4_F_018_LAB,3,50,4,formalin,labrid,TBD,5.01,0.26,FLE,,
EZ03_4_F_018_LAB,3,50,4,formalin,labrid,TBD,4.05,0.18,FLE,,
EZ03_4_F_018_LAB,3,50,4,formalin,labrid,TBD,2.76,0,PRE,,
EZ03_4_F_018_LAB,3,50,4,formalin,labrid,TBD,4.58,0.32,FLE,,
EZ03_4_F_018_LAB,3,50,4,formalin,labrid,TBD,3.92,0,PRE,,
EZ03_4_F_018_LAB,3,50,4,formalin,labrid,TBD,3.83,0,PRE,,
EZ03_4_F_018_LAB,3,50,4,formalin,labrid,TBD,2.79,0,PRE,,
EZ03_4_F_019_SER,3,50,4,formalin,serranid,TBD,5.63,1.15,FLE,,
EZ03_4_F_020_SER,3,50,4,formalin,serranid,TBD,2.65,0,PRE,,
EZ03_4_F_020_SER,3,50,4,formalin,serranid,TBD,2.97,0,PRE,,
EZ03_4_F_020_SER,3,50,4,formalin,serranid,TBD,3.55,0,PRE,,
EZ03_4_F_020_SER,3,50,4,formalin,serranid,TBD,2.55,0,PRE,,
EZ03_4_F_021_SER,3,50,4,formalin,serranid,TBD,2.17,0,PRE,,
EZ03_4_F_021_SER,3,50,4,formalin,serranid,TBD,2.28,0,PRE,,
EZ03_4_F_021_SER,3,50,4,formalin,serranid,TBD,2.35,0,PRE,,
EZ03_4_F_021_SER,3,50,4,formalin,serranid,TBD,2.95,0,PRE,,
EZ03_4_F_021_SER,3,50,4,formalin,serranid,TBD,2.86,0,PRE,,
EZ03_4_F_021_SER,3,50,4,formalin,serranid,TBD,3.32,0,PRE,,
EZ03_4_F_021_SER,3,50,4,formalin,serranid,TBD,2.38,0,PRE,,
EZ03_4_F_022_SER,3,50,4,formalin,serranid,TBD,4.68,0.71,FLE,,
EZ03_4_F_023_SER,3,50,4,formalin,serranid,TBD,2.35,0,PRE,,
EZ03_4_F_023_SER,3,50,4,formalin,serranid,TBD,2.47,0,PRE,,
EZ03_4_F_023_SER,3,50,4,formalin,serranid,TBD,3.23,0,PRE,,
EZ03_4_F_023_SER,3,50,4,formalin,serranid,TBD,2.26,0,PRE,,
EZ03_4_F_023_SER,3,50,4,formalin,serranid,TBD,3.12,0,PRE,,
EZ03_4_F_024_SER,3,50,4,formalin,serranid,TBD,3.4,0.27,FLE,,
EZ03_4_F_025_SER,3,50,4,formalin,serranid,TBD,2.94,0,PRE,,
EZ03_4_F_025_SER,3,50,4,formalin,serranid,TBD,3.24,0,PRE,,
EZ03_4_F_025_SER,3,50,4,formalin,serranid,TBD,3.03,0,PRE,,
EZ03_4_F_026_SER,3,50,4,formalin,serranid,TBD,2.08,0,PRE,,
EZ03_4_F_026_SER,3,50,4,formalin,serranid,TBD,2.85,0,PRE,,
EZ03_4_F_026_SER,3,50,4,formalin,serranid,TBD,3.03,0,PRE,,
EZ03_4_F_027_SER,3,50,4,formalin,serranid,TBD,1.73,0,PRE,,
EZ03_4_F_027_SER,3,50,4,formalin,serranid,TBD,2.02,0,PRE,,
EZ03_4_F_027_SER,3,50,4,formalin,serranid,TBD,2.52,0,PRE,,
EZ03_4_F_027_SER,3,50,4,formalin,serranid,TBD,2.16,0,PRE,,
EZ03_4_F_027_SER,3,50,4,formalin,serranid,TBD,2.4,0,PRE,,
EZ03_4_F_028_SCO,3,50,4,formalin,scorpaenid,TBD,2.7,0,PRE,,
EZ03_4_F_028_SCO,3,50,4,formalin,scorpaenid,TBD,1.82,0,PRE,,
EZ03_4_F_028_SCO,3,50,4,formalin,scorpaenid,TBD,2.14,0,PRE,,
EZ03_4_F_029_SCO,3,50,4,formalin,scorpaenid,TBD,8.65,1.36,POS,,
EZ03_4_F_029_SCO,3,50,4,formalin,scorpaenid,TBD,4.55,0.65,FLE,,
EZ03_4_F_029_SCO,3,50,4,formalin,scorpaenid,TBD,4.94,0,PRE,,
EZ03_5_E_001_MUL,3,100,5,ethanol,mullid,TBD,7.39,1.72,POS,,
EZ03_5_E_002_SCA,3,100,5,ethanol,scarid,TBD,5.26,0.83,POS,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,3.99,0.67,FLE,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,4.45,0.56,FLE,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,3.77,0.27,FLE,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,4.74,0.74,FLE,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,5.1,0.36,FLE,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,5.77,0.4,FLE,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,3.46,0.44,FLE,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,3.99,0.67,FLE,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,4.33,1.01,FLE,,
EZ03_5_E_003_SER,3,100,5,ethanol,serranid,TBD,5.35,0.75,FLE,,
EZ03_5_E_004_SER,3,100,5,ethanol,serranid,TBD,3.79,0,PRE,,
EZ03_5_E_004_SER,3,100,5,ethanol,serranid,TBD,4.03,0,PRE,,
EZ03_5_E_004_SER,3,100,5,ethanol,serranid,TBD,3.84,0,PRE,,
EZ03_5_E_004_SER,3,100,5,ethanol,serranid,TBD,3.55,0,PRE,,
EZ03_5_E_006_LAB,3,100,5,ethanol,labrid,TBD,3.98,1.02,FLE,,
EZ03_5_E_006_LAB,3,100,5,ethanol,labrid,TBD,3.49,0,PRE,,
EZ03_5_E_006_LAB,3,100,5,ethanol,labrid,TBD,3.69,0.66,FLE,,
EZ03_5_E_006_LAB,3,100,5,ethanol,labrid,TBD,7.94,1.18,POS,,
EZ03_5_E_007_LAB,3,100,5,ethanol,labrid,TBD,3.86,0.47,FLE,,
EZ03_5_E_007_LAB,3,100,5,ethanol,labrid,TBD,4.87,1.23,POS,,
EZ03_5_E_007_LAB,3,100,5,ethanol,labrid,TBD,3.8,0.9,POS,,
EZ03_5_E_007_LAB,3,100,5,ethanol,labrid,TBD,3.91,0,PRE,,
EZ03_5_E_008_LAB,3,100,5,ethanol,labrid,TBD,4.35,0.93,FLE,,
EZ03_5_E_008_LAB,3,100,5,ethanol,labrid,TBD,5.12,1.42,POS,,
EZ03_5_E_008_LAB,3,100,5,ethanol,labrid,TBD,4.43,0.28,FLE,,
EZ03_5_E_008_LAB,3,100,5,ethanol,labrid,TBD,5.04,0.74,POS,,
EZ03_5_E_009_LAB,3,100,5,ethanol,labrid,TBD,4.86,0,FLE,,
EZ03_5_E_009_LAB,3,100,5,ethanol,labrid,TBD,4.82,0.17,FLE,,
EZ03_5_E_010_POM,3,100,5,ethanol,pomacentrid,TBD,8.52,1.78,POS,,
EZ03_5_E_010_POM,3,100,5,ethanol,pomacentrid,TBD,2.26,0,PRE,,
EZ03_5_E_010_POM,3,100,5,ethanol,pomacentrid,TBD,3.02,0,PRE,,
EZ03_5_E_010_POM,3,100,5,ethanol,pomacentrid,TBD,2.84,0,PRE,,
EZ03_5_E_010_POM,3,100,5,ethanol,pomacentrid,TBD,3.51,0,PRE,,
EZ03_5_E_010_POM,3,100,5,ethanol,pomacentrid,TBD,4.25,0.71,FLE,,
EZ03_5_E_010_POM,3,100,5,ethanol,pomacentrid,TBD,3.85,0.58,FLE,,
EZ03_5_E_011_POM,3,100,5,ethanol,pomacentrid,TBD,3.5,0.42,FLE,,
EZ03_5_E_011_POM,3,100,5,ethanol,pomacentrid,TBD,3.28,0.84,FLE,,
EZ03_5_E_011_POM,3,100,5,ethanol,pomacentrid,TBD,3.64,0.9,FLE,,
EZ03_5_E_011_POM,3,100,5,ethanol,pomacentrid,TBD,3.91,1.25,POS,,
EZ03_5_E_011_POM,3,100,5,ethanol,pomacentrid,TBD,3.83,0,PRE,,
EZ03_5_F_001_SYD,3,100,5,formalin,synodontid,TBD,5.56,0,PRE,,
EZ03_5_F_001_SYD,3,100,5,formalin,synodontid,TBD,6.42,0,PRE,,
EZ03_5_F_001_SYD,3,100,5,formalin,synodontid,TBD,4.67,0,PRE,,
EZ03_5_F_001_SYD,3,100,5,formalin,synodontid,TBD,4.63,0,PRE,,
EZ03_5_F_002_MUL,3,100,5,formalin,mullid,TBD,3.85,0,PRE,,
EZ03_5_F_003_POM,3,100,5,formalin,pomacentrid,TBD,2.6,0.19,FLE,,
EZ03_5_F_003_POM,3,100,5,formalin,pomacentrid,TBD,2.99,0,PRE,,
EZ03_5_F_003_POM,3,100,5,formalin,pomacentrid,TBD,2.82,0.18,FLE,,
EZ03_5_F_003_POM,3,100,5,formalin,pomacentrid,TBD,2.6,0,PRE,,
EZ03_5_F_003_POM,3,100,5,formalin,pomacentrid,TBD,2.51,0,PRE,,
EZ03_5_F_003_POM,3,100,5,formalin,pomacentrid,TBD,2.66,0,PRE,,
EZ03_5_F_005_SCO,3,100,5,formalin,scorpaenid,TBD,2.67,0,PRE,,
EZ03_5_F_005_SCO,3,100,5,formalin,scorpaenid,TBD,1.73,0,PRE,,
EZ03_5_F_005_SCO,3,100,5,formalin,scorpaenid,TBD,2.61,0,PRE,,
EZ03_5_F_005_SCO,3,100,5,formalin,scorpaenid,TBD,1.86,0,PRE,,
EZ03_5_F_005_SCO,3,100,5,formalin,scorpaenid,TBD,1.88,0,PRE,,
EZ03_5_F_005_SCO,3,100,5,formalin,scorpaenid,TBD,1.84,0,PRE,,
EZ03_5_F_006_LAB,3,100,5,formalin,labrid,TBD,3.79,0.36,FLE,,
EZ03_5_F_006_LAB,3,100,5,formalin,labrid,TBD,3.33,0.45,FLE,,
EZ03_5_F_006_LAB,3,100,5,formalin,labrid,TBD,3.1,0,PRE,,
EZ03_5_F_006_LAB,3,100,5,formalin,labrid,TBD,4.47,0.26,FLE,,
EZ03_5_F_006_LAB,3,100,5,formalin,labrid,TBD,4.17,0.31,FLE,,
EZ03_5_F_006_LAB,3,100,5,formalin,labrid,TBD,4.33,0.32,FLE,,
EZ03_5_F_006_LAB,3,100,5,formalin,labrid,TBD,2.76,0,PRE,,
EZ03_5_F_006_LAB,3,100,5,formalin,labrid,TBD,4.19,0.34,FLE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,2.14,0,PRE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,3.44,0,PRE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,3.04,0,PRE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,3.21,0,PRE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,3.75,0,PRE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,2.53,0,PRE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,2.69,0,PRE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,3.29,0,PRE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,3.74,0.31,FLE,,
EZ03_5_F_007_LAB,3,100,5,formalin,labrid,TBD,3.03,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,1.87,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,2.21,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,1.98,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,2.9,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,3.34,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,2.8,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,3.86,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,2.62,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,2.57,0,PRE,,
EZ03_5_F_008_LAB,3,100,5,formalin,labrid,TBD,4.26,0.3,FLE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,2.27,0,PRE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,2.66,0,PRE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,2.62,0,PRE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,3.54,0.26,FLE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,2.73,0,PRE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,3.46,0.18,FLE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,2.57,0,PRE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,2.98,0,PRE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,2.46,0,PRE,,
EZ03_5_F_009_LAB,3,100,5,formalin,labrid,TBD,2.52,0,PRE,,
EZ03_5_F_010_LAB,3,100,5,formalin,labrid,TBD,2.8,0.12,FLE,,
EZ03_5_F_010_LAB,3,100,5,formalin,labrid,TBD,2.35,0,PRE,,
EZ03_5_F_010_LAB,3,100,5,formalin,labrid,TBD,2.34,0,PRE,,
EZ03_5_F_010_LAB,3,100,5,formalin,labrid,TBD,2.44,0,PRE,,
EZ03_5_F_010_LAB,3,100,5,formalin,labrid,TBD,3.34,0,PRE,,
EZ03_5_F_010_LAB,3,100,5,formalin,labrid,TBD,2.99,0,PRE,,
EZ03_5_F_010_LAB,3,100,5,formalin,labrid,TBD,2.33,0,PRE,,
EZ03_5_F_010_LAB,3,100,5,formalin,labrid,TBD,2.61,0,PRE,,
EZ03_5_F_011_SER,3,100,5,formalin,serranid,TBD,2.41,0,PRE,,
EZ03_5_F_011_SER,3,100,5,formalin,serranid,TBD,2.66,0,PRE,,
EZ03_5_F_011_SER,3,100,5,formalin,serranid,TBD,2.4,0,PRE,,
EZ03_5_F_011_SER,3,100,5,formalin,serranid,TBD,2.26,0,PRE,,
EZ03_5_F_011_SER,3,100,5,formalin,serranid,TBD,2.21,0,PRE,,
EZ03_5_F_011_SER,3,100,5,formalin,serranid,TBD,1.98,0,PRE,,
EZ03_5_F_011_SER,3,100,5,formalin,serranid,TBD,2.72,0,PRE,,
EZ03_5_F_011_SER,3,100,5,formalin,serranid,TBD,2.4,0,PRE,,
EZ03_5_F_012_SER,3,100,5,formalin,serranid,TBD,2.53,0,PRE,,
EZ03_5_F_012_SER,3,100,5,formalin,serranid,TBD,2.6,0,PRE,,
EZ03_5_F_012_SER,3,100,5,formalin,serranid,TBD,1.9,0,PRE,,
EZ03_5_F_012_SER,3,100,5,formalin,serranid,TBD,2.49,0,PRE,,
EZ03_5_F_012_SER,3,100,5,formalin,serranid,TBD,2.32,0,PRE,,
EZ03_5_F_012_SER,3,100,5,formalin,serranid,TBD,1.59,0,PRE,,
EZ03_5_F_012_SER,3,100,5,formalin,serranid,TBD,2.39,0,PRE,,
EZ03_5_F_012_SER,3,100,5,formalin,serranid,TBD,2.48,0,PRE,,
N03_1_E_001_SCA,3,0,1,ethanol,scarid,TBD,5.71,1.11,POS,,
N03_1_E_001_SCA,3,0,1,ethanol,scarid,TBD,5.74,1.04,POS,,
N03_1_E_001_SCA,3,0,1,ethanol,scarid,TBD,5.47,1.05,POS,,
N03_1_E_001_SCA,3,0,1,ethanol,scarid,TBD,6.31,1.09,POS,,
N03_1_E_001_SCA,3,0,1,ethanol,scarid,TBD,4.97,0.85,FLE,,
N03_1_E_001_SCA,3,0,1,ethanol,scarid,TBD,7.63,1.64,POS,,
N03_1_E_002_MUL,3,0,1,ethanol,mullid,TBD,4.72,0.77,FLE,,
N03_1_E_002_MUL,3,0,1,ethanol,mullid,TBD,3.91,0.45,FLE,,
N03_1_E_002_MUL,3,0,1,ethanol,mullid,TBD,4.57,0.63,FLE,,
N03_1_E_002_MUL,3,0,1,ethanol,mullid,TBD,5.88,1.36,FLE,,
N03_1_E_003_SYD,3,0,1,ethanol,synodontid,TBD,4.33,0,PRE,,
N03_1_E_003_SYD,3,0,1,ethanol,synodontid,TBD,8.74,0,FLE,,
N03_1_E_004_LAB,3,0,1,ethanol,labrid,TBD,4.17,0.69,FLE,,
N03_1_F_001_SYD,3,0,1,formalin,synodontid,TBD,4.01,0,PRE,,
N03_1_F_001_SYD,3,0,1,formalin,synodontid,TBD,7,0,PRE,,
N03_1_F_002_POM,3,0,1,formalin,pomacentrid,TBD,3.4,0.83,FLE,,
N03_1_F_003_MUL,3,0,1,formalin,mullid,TBD,4.62,0.82,FLE,,
N03_1_F_005_SCO,3,0,1,formalin,scorpaenid,TBD,5.83,1.33,FLE,,
N03_1_F_006_SCO,3,0,1,formalin,scorpaenid,TBD,3.13,0,PRE,,
N03_1_F_007_LAB,3,0,1,formalin,labrid,TBD,3.86,0,PRE,,
N03_1_F_007_LAB,3,0,1,formalin,labrid,TBD,4.37,0.49,FLE,,
N03_1_F_007_LAB,3,0,1,formalin,labrid,TBD,3.92,0.58,FLE,,
N03_1_F_007_LAB,3,0,1,formalin,labrid,TBD,2.19,0,PRE,,
N03_1_F_007_LAB,3,0,1,formalin,labrid,TBD,2.77,0.37,FLE,,
N03_2_E_001_SCA,3,0,2,ethanol,scarid,TBD,5.86,1.03,POS,,
N03_2_E_001_SCA,3,0,2,ethanol,scarid,TBD,6.03,1.22,POS,,
N03_2_E_001_SCA,3,0,2,ethanol,scarid,TBD,5.18,0.96,FLE,,
N03_2_E_002_MUL,3,0,2,ethanol,mullid,TBD,5.1,0.75,FLE,,
N03_2_E_002_MUL,3,0,2,ethanol,mullid,TBD,5.41,1.25,POS,,
N03_2_E_002_MUL,3,0,2,ethanol,mullid,TBD,5.21,1.34,POS,,
N03_2_E_002_MUL,3,0,2,ethanol,mullid,TBD,5.39,0.78,POS,,
N03_2_E_003_LAB,3,0,2,ethanol,labrid,TBD,4.53,1.4,POS,,
N03_2_E_003_LAB,3,0,2,ethanol,labrid,TBD,4.54,0.47,FLE,,
N03_2_E_003_LAB,3,0,2,ethanol,labrid,TBD,3.85,0.32,FLE,,
N03_2_E_003_LAB,3,0,2,ethanol,labrid,TBD,4.12,0.58,FLE,,
N03_2_F_001_POM,3,0,2,formalin,pomacentrid,TBD,3.92,0.98,FLE,,
N03_2_F_002_MUL,3,0,2,formalin,mullid,TBD,4.83,0.69,FLE,,
N03_2_F_003_SCA,3,0,2,formalin,scarid,TBD,5.67,1.17,POS,,
N03_2_F_004_SYD,3,0,2,formalin,synodontid,TBD,4.73,0,PRE,,
N03_2_F_005_SER,3,0,2,formalin,serranid,TBD,3.91,0.63,FLE,,
N03_2_F_006_SCO,3,0,2,formalin,scorpaenid,TBD,3.07,0,PRE,,
N03_2_F_006_SCO,3,0,2,formalin,scorpaenid,TBD,2.31,0,PRE,,
N03_2_F_007_LAB,3,0,2,formalin,labrid,TBD,3.16,0,PRE,,
N03_2_F_007_LAB,3,0,2,formalin,labrid,TBD,2.75,0,PRE,,
N03_2_F_007_LAB,3,0,2,formalin,labrid,TBD,3.68,0.21,FLE,,
N03_2_F_007_LAB,3,0,2,formalin,labrid,TBD,3.52,0.6,FLE,,
EZ04_2_F_001_SCO,4,50,2,formalin,scorpaenid,TBD,4.8,0.65,FLE,,
EZ04_2_F_002_LAB,4,50,2,formalin,labrid,TBD,7.14,2.11,POS,,
EZ04_2_F_002_LAB,4,50,2,formalin,labrid,TBD,8.82,1.81,POS,,
EZ04_2_F_002_LAB,4,50,2,formalin,labrid,TBD,6.82,0.54,POS,,
EZ04_2_F_002_LAB,4,50,2,formalin,labrid,TBD,4.92,0.46,FLE,,
EZ04_2_F_003_SCA,4,50,2,formalin,scarid,TBD,7.7,1.51,POS,,
EZ04_2_F_004_SYD,4,50,2,formalin,synodontid,TBD,5.72,0.22,FLE,,
EZ04_2_F_005_SER,4,50,2,formalin,serranid,TBD,5.68,1.2,FLE,,
EZ04_2_F_005_SER,4,50,2,formalin,serranid,TBD,6.86,1.55,POS,,
EZ04_2_F_005_SER,4,50,2,formalin,serranid,TBD,6.84,1.04,POS,,
EZ04_2_F_005_SER,4,50,2,formalin,serranid,TBD,6.03,1.12,FLE,,
EZ04_2_F_006_SER,4,50,2,formalin,serranid,TBD,5.26,1.51,FLE,,
EZ04_2_F_006_SER,4,50,2,formalin,serranid,TBD,6.12,1.06,FLE,,
